id,pacer_court_id,pacer_has_rss_feed,pacer_rss_entry_types,date_last_pacer_contact,fjc_court_id,date_modified,in_use,has_opinion_scraper,has_oral_argument_scraper,position,citation_string,short_name,full_name,url,start_date,end_date,jurisdiction,notes,parent_court_id
"kanctapp",,,"",,"","2014-08-01 19:03:27.005+00","t","t","f","362.2","Kan. Ct. App.","Court of Appeals of Kansas","Court of Appeals of Kansas","http://www.kscourts.org/kansas-courts/court-of-appeals/","1977-01-10",,"SA","Lawbox",
"kingsbench",,,"",,"","2016-05-18 17:52:50.471+00","t","f","f","501","King's Bench","Court of King's Bench","Court of King's Bench","https://en.wikipedia.org/wiki/Court_of_King%27s_Bench_(England)","1200-01-01","1873-12-31","I","This court was abolished by a total reorganization in Great Britain.",
"ky",,,"",,"","2014-08-08 17:26:58.771+00","t","t","f","362.25","Ky.","Kentucky Supreme Court","Kentucky Supreme Court","http://courts.ky.gov/courts/supreme/‎","1976-01-01",,"S","Lawbox",
"ptab",,,"",,"","2026-03-25 21:22:32.038082+00","f","f","f","113.8","P.T.A.B.","Patent Trial and Appeal Board","Patent Trial and Appeal Board","https://www.uspto.gov/patents/ptab","2012-09-16",,"FS","Administrative body within the USPTO that determines patentability.",
"mdch",,,"",,"","2024-07-25 15:24:00.083864+00","t","f","f","362.64","Md. Ch.","Maryland Chancery Ct","High Court of Chancery of Maryland","",,"1854-06-04","SA","",
"indctapp",,,"",,"","2016-09-08 20:33:22.486728+00","t","t","f","360.1","Ind. Ct. App.","Indiana Court of Appeals","Indiana Court of Appeals","http://www.in.gov/judiciary/appeals/","1891-01-01",,"SA","Created by Lawbox
Start date: http://www.in.gov/judiciary/supreme/2366.htm",
"washterr",,,"",,"","2021-08-12 17:47:53.617009+00","t","f","f","385.075","Wash. Terr.","Washington Territory","Washington Territory","https://en.wikipedia.org/wiki/Washington_Territory","1853-03-02","1889-11-11","SS","",
"tennworkcompapp",,,"",,"","2020-08-26 21:13:55.708852+00","t","f","f","367.851","Tenn. Work. Comp. App. Bd.","Tennessee Workers' Comp. Appeals Board","Tennessee Workers' Compensation Appeals Board","https://www.tn.gov/workforce/injuries-at-work/bureau-services/bureau-services/appeals-board.html","2013-01-01",,"SS","",
"la",,,"",,"","2014-07-17 14:08:09.249+00","t","t","f","362.5","La.","Supreme Court of Louisiana","Supreme Court of Louisiana","http://www.lasc.org/","1813-01-01",,"S","Lawbox",
"laag",,,"",,"","2016-05-18 20:06:50.981+00","t","f","f","362.52","La. Att'y Gen.","Louisiana Attorney General Reports","Louisiana Attorney General Reports","https://www.ag.state.la.us/",,,"SAG","",
"mass",,,"",,"","2014-07-17 14:48:51.797+00","t","t","f","362.99","Mass.","Massachusetts Supreme Judicial Court","Massachusetts Supreme Judicial Court","http://www.mass.gov/courts/sjc/","1692-01-01",,"S","",
"massappct",,,"",,"","2014-07-17 14:49:06.297+00","t","t","f","363","Mass. App. Ct.","Massachusetts Appeals Court","Massachusetts Appeals Court","http://www.mass.gov/courts/appealscourt/","1972-10-06",,"SA","",
"massdistct",,,"",,"","2016-04-21 18:46:28.11+00","t","f","f","364.1","Mass. Dist. Ct.","Massachusetts District Court","Massachusetts District Court","http://www.mass.gov/courts/court-info/trial-court/dc/",,,"SA","",
"maworkcompcom",,,"",,"","2016-05-18 19:03:43.626+00","t","f","f","364.5","Mass. Dep't Indus. Accid.","Massachusetts Department of Industrial Accidents","Massachusetts Department of Industrial Accidents","http://www.mass.gov/lwd/workers-compensation/",,,"SS","",
"md",,,"",,"","2014-06-27 20:56:30.713+00","t","t","f","362.6","Md.","Court of Appeals of Maryland","Court of Appeals of Maryland","http://www.courts.state.md.us/coappeals/","1841-01-01",,"S","Lawbox",
"mdctspecapp",,,"",,"","2014-06-27 20:56:43.423+00","t","t","f","362.61","Md. Ct. Spec. App.","Court of Special Appeals of Maryland","Court of Special Appeals of Maryland","http://www.courts.state.md.us/cosappeals/","1967-01-01",,"SA","Lawbox",
"mich",,,"",,"","2013-08-14 16:46:30+00","t","t","f","365","Mich.","Michigan Supreme Court","Michigan Supreme Court","http://courts.mi.gov/","1837-01-01",,"S","",
"minn",,,"",,"","2014-07-11 20:23:28.935+00","t","t","f","365.2","Minn.","Supreme Court of Minnesota","Supreme Court of Minnesota","http://www.mncourts.gov/?page=550","1858-05-24",,"S","Lawbox",
"missctapp",,,"",,"","2013-09-09 06:27:05+00","t","f","f","366.01","Miss. Ct. App.","Court of Appeals of Mississippi","Court of Appeals of Mississippi","http://courts.ms.gov/appellate_courts/coa/coa.html","1995-01-01",,"SA","Lawbox",
"lactapp",,,"",,"","2024-01-09 19:21:19.627911+00","t","t","f","362.51","La. Ct. App.","Louisiana Court of Appeal","Louisiana Court of Appeal","http://louisiana.gov/Government/Judicial_Branch/#courtsofappeal","1879-01-01",,"SA","Lawbox",
"mdag",,,"",,"","2024-01-09 19:21:41.409943+00","t","t","f","362.7","Md. Att'y Gen.","Maryland Attorney General Reports","Maryland Attorney General Reports","https://www.oag.state.md.us/",,,"SAG","",
"moag",,,"",,"","2016-05-18 20:09:20.073+00","t","f","f","366.06","Mo. Att'y Gen.","Missouri Attorney General Reports","Missouri Attorney General Reports","https://www.ago.mo.gov/",,,"SAG","",
"mont",,,"",,"","2013-08-14 16:46:30+00","t","t","f","366.1","Mont.","Montana Supreme Court","Montana Supreme Court","http://courts.mt.gov/supreme/default.mcpx","1864-01-01",,"S","",
"montag",,,"",,"","2016-05-18 20:16:36.397+00","t","f","f","366.15","Mont. Att'y Gen.","Montana Attorney General Reports","Montana Attorney General Reports","https://dojmt.gov/",,,"SAG","",
"monttc",,,"",,"","2016-06-29 18:20:40.217+00","t","f","f","366.12","Mont.T.A.B.","Montana Tax Appeal Board","Montana Tax Appeal Board","http://mtab.mt.gov/",,,"SS","Columbia",
"caljustct",,,"",,"","2023-10-02 15:46:26.418797+00","f","f","f","350.8","","Califonia Justice Court","Califonia Justice Court","",,,"ST","",
"gand","55","f","",,"3E","2023-10-03 01:23:43.982869+00","t","f","f","208.61","N.D. Ga.","N.D. Georgia","District Court, N.D. Georgia","http://www.gand.uscourts.gov/",,,"FD","Lawbox","usdistct"
"michctapp",,,"",,"","2024-01-09 19:22:00.098013+00","t","t","f","365.1","Mich. Ct. App.","Michigan Court of Appeals","Michigan Court of Appeals","http://courts.mi.gov/courts/coa/pages/default.aspx","1964-01-01",,"SA","Lawbox",
"nysurctrockland",,,"",,"","2024-01-10 17:14:59.738244+00","f","f","f","366.966526","N.Y. Surr. Ct., Rockland Cty.","Rockland Surrogate's Court","Surrogate's Court, Rockland County","",,,"ST","","nysurct"
"nysurctsaratoga",,,"",,"","2024-01-10 17:14:59.740947+00","f","f","f","366.966527","N.Y. Surr. Ct., Saratoga Cty.","Saratoga Surrogate's Court","Surrogate's Court, Saratoga County","",,,"ST","","nysurct"
"nysurctschenect",,,"",,"","2024-01-10 17:14:59.743484+00","f","f","f","366.966528","N.Y. Surr. Ct., Schenectady Cty.","Schenectady Surrogate's Court","Surrogate's Court, Schenectady County","",,,"ST","","nysurct"
"nysurctsuffolk",,,"",,"","2024-01-10 17:14:59.746149+00","f","f","f","366.966529","N.Y. Surr. Ct., Suffolk Cty.","Suffolk Surrogate's Court","Surrogate's Court, Suffolk County","",,,"ST","","nysurct"
"nysurctsullivan",,,"",,"","2024-01-10 17:14:59.748688+00","f","f","f","366.96653","N.Y. Surr. Ct., Sullivan Cty.","Sullivan Surrogate's Court","Surrogate's Court, Sullivan County","",,,"ST","","nysurct"
"nysurcttompkins",,,"",,"","2024-01-10 17:14:59.751026+00","f","f","f","366.966531","N.Y. Surr. Ct., Tompkins Cty.","Tompkins Surrogate's Court","Surrogate's Court, Tompkins County","",,,"ST","","nysurct"
"miss",,,"",,"","2024-01-26 01:09:52.052109+00","t","f","f","366","Miss.","Mississippi Supreme Court","Mississippi Supreme Court","http://courts.ms.gov/appellate_courts/sc/sc.html","1841-01-01",,"S","",
"mo",,,"",,"","2024-01-26 01:10:18.802958+00","t","f","f","366.04","Mo.","Supreme Court of Missouri","Supreme Court of Missouri","http://www.courts.mo.gov/page.jsp?id=27","1821-01-01",,"S","Lawbox",
"moctapp",,,"",,"","2024-01-26 01:10:23.394208+00","t","f","f","366.05","Mo. Ct. App.","Missouri Court of Appeals","Missouri Court of Appeals","http://www.courts.mo.gov/page.jsp?id=261","1820-01-01",,"SA","Lawbox",
"ncctapp",,,"",,"","2014-09-08 20:26:43.357+00","t","t","f","366.98","N.C. Ct. App.","Court of Appeals of North Carolina","Court of Appeals of North Carolina","http://www.nccourts.org/courts/appellate/appeal/","1968-01-01",,"SA","Lawbox",
"ncsuperct",,,"",,"","2016-05-18 19:06:55.615+00","t","f","f","366.985","Sup. Ct. N.C.","Superior Court of North Carolina","Superior Court of North Carolina","http://www.nccourts.org/Courts/Trial/Superior/",,,"SA","",
"ncworkcompcom",,,"",,"","2016-05-18 19:09:13.453+00","t","f","f","366.987","N.C. Indus. Comm.","North Carolina Industrial Commission","North Carolina Industrial Commission","http://www.ic.nc.gov/",,,"SS","",
"nd",,,"",,"","2013-08-14 16:46:30+00","t","t","f","366.99","N.D.","North Dakota Supreme Court","North Dakota Supreme Court","http://www.ndcourts.gov/default.htm","1861-01-01",,"S","",
"ohprobct",,,"",,"","2025-04-03 21:20:03.865039+00","f","f","f","366.996364","Oh. Prob. Ct.","Ohio Probate Court","Ohio Probate Court","",,,"ST","Created as part of import of Case.Law data.",
"nebag",,,"",,"","2016-05-18 20:10:01.05+00","t","f","f","366.3","Neb. Att'y Gen.","Nebraska Attorney General Reports","Nebraska Attorney General Reports","https://ago.nebraska.gov/",,,"SAG","",
"nebctapp",,,"",,"","2013-08-14 22:43:28+00","t","t","f","366.25","Neb. Ct. App.","Nebraska Court of Appeals","Nebraska Court of Appeals","http://supremecourt.ne.gov/","1991-11-06",,"SA","",
"nev",,,"",,"","2013-08-14 16:46:30+00","t","t","f","366.5","Nev.","Nevada Supreme Court","Nevada Supreme Court","http://www.nevadajudiciary.us/index.php/supremecourt","1864-01-01",,"S","",
"nh",,,"",,"","2014-07-02 20:37:51.009+00","t","t","f","366.52","N.H.","Supreme Court of New Hampshire","Supreme Court of New Hampshire","http://www.courts.state.nh.us/supreme/","1776-01-01",,"S","Lawbox",
"nj",,,"",,"","2013-09-09 01:34:43+00","t","t","f","366.55","N.J.","Supreme Court of New Jersey","Supreme Court of New Jersey","http://www.judiciary.state.nj.us/supreme/","1776-01-01",,"S","Lawbox, Scraper added 2013-08-11",
"njch",,,"",,"","2016-06-18 20:01:59.649+00","t","f","f","366.8","N.J. Ct. of Ch.","New Jersey Court of Chancery","New Jersey Court of Chancery","http://www.nj.gov/state/archives/catsjchance.html","1684-01-01","1947-12-31","SA","Another good source of information is https://familysearch.org/wiki/en/New_Jersey_Court_Records",
"michchanct",,,"",,"","2024-07-24 14:13:01.67369+00","f","f","f","365.115","","Michigan Court of Chancery","Michigan Court of Chancery","","1836-01-01","1847-12-31","SA","",
"nyag",,,"",,"","2024-11-18 16:26:55.243883+00","t","f","f","366.968","N.Y. Att'y Gen.","New York Attorney General Reports","New York Attorney General Reports","http://www.ag.ny.gov/",,,"SAG","",
"nm",,,"",,"","2013-08-14 16:46:30+00","t","t","f","366.9","N.M.","New Mexico Supreme Court","New Mexico Supreme Court","https://nmsupremecourt.nmcourts.gov/index.php","1841-01-01",,"S","",
"nmctapp",,,"",,"","2013-08-14 22:43:21+00","t","t","f","366.95","N.M. Ct. App.","New Mexico Court of Appeals","New Mexico Court of Appeals","https://coa.nmcourts.gov/index.php","1966-04-01",,"SA","",
"ny",,,"",,"","2014-08-21 22:51:56.551+00","t","t","f","366.96","NY","New York Court of Appeals","New York Court of Appeals","http://www.nycourts.gov/ctapps/","1777-01-01",,"S","",
"nyappdiv",,,"",,"","2014-08-08 19:52:34.517+00","t","t","f","366.965","N.Y. App. Div.","Appellate Division of the Supreme Court of New York","Appellate Division of the Supreme Court of the State of New York","http://www.courts.state.ny.us/courts/appellatedivisions.shtml‎","1896-01-01",,"SA","Lawbox",
"nyappterm",,,"",,"","2015-10-29 19:29:57.081+00","t","t","f","366.9651","N.Y. App. Term.","Appellate Terms of the Supreme Court of New York","Appellate Terms of the Supreme Court of New York","https://www.nycourts.gov/courts/1jd/supctmanh/appellate_term.shtml","1896-01-01",,"SA","",
"mowb","108","t","discharge,epo,order",,"66","2020-07-30 18:32:59.155332+00","t","f","f","189.5","Bankr. W.D. Mo.","W.D. Missouri","United States Bankruptcy Court, W.D. Missouri","http://www.mow.uscourts.gov/bankruptcy/",,,"FB","Lawbox",
"nysupct",,,"",,"","2015-10-29 19:44:55.11+00","t","t","f","366.9652","N.Y. Sup. Ct.","New York Supreme Court","New York Supreme Court","http://www.nycourts.gov/courts/cts-outside-nyc-SUPREME.shtml","1896-01-01",,"ST","",
"ohioctapp",,,"",,"","2014-08-01 19:33:32.511+00","t","t","f","366.996","Ohio Ct. App.","Ohio Court of Appeals","Ohio Court of Appeals","http://www.supremecourt.ohio.gov/JudSystem/districtCourts/","1912-01-01",,"SA","Not included in Lawbox. Added later when scraper was created.",
"oklaag",,,"",,"","2014-07-11 20:44:58.744+00","t","t","f","366.9999","Okla. Att’y Gen.","Oklahoma Attorney General Reports","Oklahoma Attorney General Reports","http://www.oscn.net/applications/oscn/Index.asp?ftdb=STOKAG&level=1",,,"SS","",
"oklacivapp",,,"",,"","2014-07-11 20:30:09.947+00","t","t","f","366.9995","Okla. Civ. App.","Court of Civil Appeals of Oklahoma","Court of Civil Appeals of Oklahoma","http://www.oscn.net/oscn/schome/civilappeals.htm","1968-01-01",,"SA","Lawbox",
"cob","38","t","all",,"82","2020-07-28 06:13:11.714702+00","t","f","f","159","Bankr.D. Colo.","D. Colorado","United States Bankruptcy Court, D. Colorado","http://www.cob.uscourts.gov/",,,"FB","Lawbox",
"nywb","128","t","answer,appeal,court,motion,order,misc,cmp",,"09","2020-07-28 06:14:09.747864+00","t","f","f","190.2","Bankr. W.D.N.Y.","W.D. New York","United States Bankruptcy Court, W.D. New York","http://www.nywb.uscourts.gov/",,,"FB","Lawbox",
"nyfamct",,,"",,"","2024-01-09 19:23:06.295293+00","t","t","f","366.966","N.Y. Fam. Ct.","New York Family Court","New York Family Court","http://www.courts.state.ny.us/courts/cts-outside-nyc-FAMILY.shtml","1962-09-01",,"SS","Lawbox",
"vaeb","188","t","all",,"22","2020-07-28 06:14:16.969116+00","t","f","f","196.4","Bankr. E.D. Va.","E.D. Virginia","United States Bankruptcy Court, E.D. Virginia","https://www.vaeb.uscourts.gov/",,,"FB","Lawbox",
"pamb","154","t","all",,"14","2020-07-28 06:15:11.679857+00","t","f","f","193.9","Bankr. M.D. Penn.","M.D. Pennsylvania","United States Bankruptcy Court, M.D. Pennsylvania","http://www.pamb.uscourts.gov/",,,"FB","Lawbox",
"texrevtrib",,,"",,"","2021-09-08 23:31:00.395317+00","f","f","f","368.12","Tex. Rev. Trib.","Texas Court of Review Tribunal","Texas Court of Review Tribunal","",,,"SS","This court reviews recommendation for removal or retirement of a judge. Selected from appellate judges by the Chief Justice.",
"nycivct",,,"",,"","2024-01-09 19:24:31.708207+00","t","t","f","366.967","N.Y. City Civ. Ct.","Civil Court of the City of New York","Civil Court of the City of New York","https://www.nycourts.gov/COURTS/nyc/civil/index.shtml",,,"SS","",
"nycrimct",,,"",,"","2024-01-09 19:25:08.366711+00","t","t","f","366.9675","N.Y. City Crim. Ct.","Criminal Court of the City of New York","Criminal Court of the City of New York","https://www.nycourts.gov/courts/nyc/criminal/",,,"SS","",
"privycoun",,,"",,"","2023-10-02 15:46:26.42324+00","f","f","f","366.5225","","Committee of the Privy Council","Committee of the Privy Council","",,,"ST","",
"ctd","41","t","all",,"05","2023-10-03 01:23:43.811234+00","t","f","f","207","D. Conn.","D. Connecticut","District Court, D. Connecticut","http://www.ctd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"tnmd","169","t","order,order-cr,motion",,"50","2023-10-03 01:23:44.923469+00","t","f","f","249.7","M.D. Tenn.","M.D. Tennessee","District Court, M.D. Tennessee","http://www.tnmd.uscourts.gov/",,,"FD","Lawbox","usdistct"
"nysurct",,,"",,"","2024-01-09 19:25:39.739852+00","t","t","f","366.9665","N.Y. Sur. Ct.","New York Surrogate's Court","New York Surrogate's Court","https://en.wikipedia.org/wiki/New_York_Surrogate%27s_Court","1896-01-01",,"SS","Lawbox",
"ohio",,,"",,"","2024-01-09 19:27:33.577135+00","t","t","f","366.995","Ohio","Ohio Supreme Court","Ohio Supreme Court","http://www.supremecourt.ohio.gov/","1841-01-01",,"S","Lawbox",
"nysurctulster",,,"",,"","2024-01-10 17:14:59.753723+00","f","f","f","366.966532","N.Y. Surr. Ct., Ulster Cty.","Ulster Surrogate's Court","Surrogate's Court, Ulster County","",,,"ST","","nysurct"
"nysurctwarren",,,"",,"","2024-01-10 17:14:59.756633+00","f","f","f","366.966533","N.Y. Surr. Ct., Warren Cty.","Warren Surrogate's Court","Surrogate's Court, Warren County","",,,"ST","","nysurct"
"tnmb","168","t","all",,"50","2020-07-28 06:17:16.95559+00","t","f","f","195.1","Bankr. M.D. Tenn.","M.D. Tennessee","United States Bankruptcy Court, M.D. Tennessee","http://www.tnmb.uscourts.gov/",,,"FB","Lawbox",
"ctb","40","t","all",,"05","2020-07-28 06:18:14.810066+00","t","f","f","159.5","Bankr. D. Conn.","D. Connecticut","United States Bankruptcy Court, D. Connecticut","http://www.ctb.uscourts.gov/",,,"FB","Lawbox",
"nycterr",,,"",,"","2022-02-04 15:07:03.558774+00","f","f","f","366.96001","","Court for the Trial of Impeachments and Correction of Errors","Court for the Trial of Impeachments and Correction of Errors","","1777-01-01","1846-12-31","SS","",
"ag",,,"",,"","2025-07-25 14:26:21.242776+00","f","f","f","113.04","Op. Att’y Gen.","Attorneys General","United States Attorneys General","https://www.justice.gov/olc/opinions-main",,,"FS","",
"navajochildct",,,"",,"","2022-11-29 17:39:25.579918+00","t","f","f","653.4","","Navajo Nation Children's Court","Navajo Nation Children's Court","",,,"TRX","",
"grtravbandctapp",,,"",,"","2022-12-14 17:23:38.642169+00","t","f","f","626","","Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court","Grand Traverse Band of Ottawa & Chippewa Indians Tribal Appellate Court","",,,"TRA","",
"grtravbandct",,,"",,"","2022-12-14 17:23:38.64628+00","t","f","f","626.2","","Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court","Grand Traverse Band of Ottawa and Chippewa Indians Tribal Court","",,,"TRA","",
"sttex",,,"",,"","2023-10-02 15:51:21.281343+00","f","f","f","451.5","Spec. Trib. of Tex.","Special Tribunals of Texas","United States Special Tribunal of Texas","",,,"SS","Columbia",
"leechojibtr",,,"",,"","2022-12-14 17:23:38.650098+00","t","f","f","633.2","","Leech Lake Band of Ojibwe Tribal Court","Leech Lake Band of Ojibwe Tribal Court","",,,"TRT","",
"lrbottawactapp",,,"",,"","2022-12-14 17:23:38.654041+00","t","f","f","641.9","","Little River Band of Ottawa Indians Tribal Court of Appeals","Little River Band of Ottawa Indians Tribal Court of Appeals","",,,"TRA","",
"moheganelders",,,"",,"","2022-12-14 17:23:38.657819+00","t","f","f","650.5","","Council of Elders of the Mohegan Tribe","Council of Elders of the Mohegan Tribe","",,,"TRX","",
"oneidatrialct",,,"",,"","2022-12-14 17:23:38.662422+00","t","f","f","655","","Oneida Tribal Judicial System, Trial Court","Oneida Tribal Judicial System, Trial Court","",,,"TRT","",
